id,source,referenceId,counterparty,amount,currency,date,description,type,category
B2-INV-137,INVOICE,"SET2-PAY-2026-0828-3","Atlas Cloud",43552.00,INR,2026-06-07,"INV-B2-137 Project Payment",CREDIT,"Project Payment"
B2-INV-138,INVOICE,"SET2-PAY-2026-0828-4","Helix Software",48257.50,INR,2026-06-10,"INV-B2-138 Wire Transfer",CREDIT,"Wire Transfer"
B2-INV-139,INVOICE,"SET2-PAY-2026-0828-5","Sierra Financial",52963.00,INR,2026-06-13,"INV-B2-139 Vendor Payment",CREDIT,"Vendor Payment"
B2-INV-140,INVOICE,"SET2-PAY-2026-0828-1","Synthetix AI",54060.00,INR,2026-06-13,"INV-B2-140 Services",CREDIT,"Services"
B2-INV-141,INVOICE,"SET2-PAY-2026-0829-2","Lumina Analytics",58765.50,INR,2026-06-19,"INV-B2-141 Accounts Receivable",CREDIT,"Accounts Receivable"
B2-INV-142,INVOICE,"SET2-PAY-2026-0829-3","Beacon Ventures",63471.00,INR,2026-06-22,"INV-B2-142 SaaS Revenue",CREDIT,"SaaS Revenue"
B2-INV-143,INVOICE,"SET2-PAY-2026-0829-4","Strata Peak",68176.50,INR,2026-06-25,"INV-B2-143 Consulting",CREDIT,"Consulting"
B2-INV-144,INVOICE,"SET2-PAY-2026-0829-5","Prism Logic",72882.00,INR,2026-06-01,"INV-B2-144 License Revenue",DEBIT,"License Revenue"
B2-INV-145,INVOICE,"SET2-PAY-2026-0829-1","OmniScale Inc",77587.50,INR,2026-06-04,"INV-B2-145 Enterprise Contract",CREDIT,"Enterprise Contract"
B2-INV-146,INVOICE,"SET2-PAY-2026-0830-2","Vortex Digital",82293.00,INR,2026-06-07,"INV-B2-146 Support Fees",CREDIT,"Support Fees"
B2-INV-147,INVOICE,"SET2-PAY-2026-0830-3","Atlas Cloud",83390.00,INR,2026-06-10,"INV-B2-147 Project Payment",CREDIT,"Project Payment"
B2-INV-148,INVOICE,"SET2-PAY-2026-0830-4","Helix Software",88095.50,INR,2026-06-13,"INV-B2-148 Wire Transfer",CREDIT,"Wire Transfer"
B2-INV-149,INVOICE,"SET2-PAY-2026-0830-5","Sierra Financial",92801.00,INR,2026-06-16,"INV-B2-149 Vendor Payment",CREDIT,"Vendor Payment"
B2-INV-150,INVOICE,"SET2-PAY-2026-0830-1","Synthetix AI",97506.50,INR,2026-06-19,"INV-B2-150 Services",CREDIT,"Services"
B2-INV-151,INVOICE,"SET2-PAY-2026-0831-2","Lumina Analytics",102212.00,INR,2026-06-22,"INV-B2-151 Accounts Receivable",CREDIT,"Accounts Receivable"
B2-INV-152,INVOICE,"SET2-PAY-2026-0831-3","Beacon Ventures",106917.50,INR,2026-06-25,"INV-B2-152 SaaS Revenue",CREDIT,"SaaS Revenue"
B2-INV-153,INVOICE,"SET2-PAY-2026-0831-4","Strata Peak",111623.00,INR,2026-06-01,"INV-B2-153 Consulting",CREDIT,"Consulting"
B2-INV-154,INVOICE,"SET2-PAY-2026-0831-5","Prism Logic",126246.40,INR,2026-06-04,"INV-B2-154 amended GST amount",CREDIT,"License Revenue"
B2-INV-155,INVOICE,"SET2-PAY-2026-0831-1","OmniScale Inc",117425.50,INR,2026-06-07,"INV-B2-155 Enterprise Contract",CREDIT,"Enterprise Contract"
B2-INV-156,INVOICE,"SET2-PAY-2026-0832-2","Vortex Digital",122131.00,INR,2026-06-10,"INV-B2-156 Support Fees",CREDIT,"Support Fees"
B2-INV-157,INVOICE,"SET2-PAY-2026-0832-3","Atlas Cloud",126836.50,INR,2026-06-13,"INV-B2-157 Project Payment",CREDIT,"Project Payment"
B2-INV-158,INVOICE,"SET2-PAY-2026-0832-4","Helix Software",131542.00,INR,2026-06-16,"INV-B2-158 Wire Transfer",CREDIT,"Wire Transfer"
B2-INV-159,INVOICE,"SET2-PAY-2026-0832-5","Sierra Financial",136247.50,INR,2026-06-19,"INV-B2-159 Vendor Payment",CREDIT,"Vendor Payment"
B2-INV-160,INVOICE,"SET2-PAY-2026-0832-1","Synthetix AI",140953.00,INR,2026-07-15,"INV-B2-160 future dated invoice",CREDIT,"Services"
B2-INV-161,INVOICE,"SET2-PAY-2026-0833-2","Lumina Analytics",142050.00,INR,2026-06-25,"INV-B2-161 Accounts Receivable",CREDIT,"Accounts Receivable"
B2-INV-162,INVOICE,"SET2-PAY-2026-0833-3","Beacon Ventures",146755.50,EUR,2026-06-01,"INV-B2-162 foreign bill (EUR)",DEBIT,"SaaS Revenue"
B2-INV-163,INVOICE,"SET2-PAY-2026-0833-4","Strata Peak",151461.00,INR,2026-06-04,"INV-B2-163 Consulting",CREDIT,"Consulting"
B2-INV-164,INVOICE,"SET2-PAY-2026-0833-5","Prism Logic",156166.50,INR,2026-06-07,"INV-B2-164 License Revenue",CREDIT,"License Revenue"
B2-INV-165,INVOICE,"","OmniScale Inc",160872.00,INR,2026-06-10,"INV-B2-165 missing GST/Tax reference",CREDIT,"Enterprise Contract"
